date,country,D,H,I,M,S
2021-10-26,Japan,29,0,0,91,1
2021-10-26,Sweden,3,0,0,6,0
2021-10-27,Afghanistan,6,0,0,31,0
2021-10-27,Japan,29,0,0,91,1
2021-10-27,Sweden,3,0,0,6,0
2021-10-28,Afghanistan,6,0,0,31,0
2021-10-28,Japan,29,0,0,91,1
2021-10-28,Sweden,3,0,0,6,0
2021-10-29,Afghanistan,6,0,0,31,0
2021-10-29,Japan,29,0,0,91,1
2021-10-29,Sweden,3,0,0,6,0
2021-10-30,Afghanistan,6,0,0,31,0
2021-10-30,Japan,29,0,0,91,1
2021-10-30,Sweden,3,0,0,6,0
2021-10-31,Afghanistan,6,0,0,31,0
2021-10-31,Japan,29,0,0,91,1
2021-10-31,Sweden,3,0,0,6,0
2021-11-01,Afghanistan,6,0,0,31,0
2021-11-01,Japan,29,0,0,91,1
2021-11-01,Sweden,3,0,0,6,0
2021-11-02,Afghanistan,6,0,0,31,0
2021-11-02,Japan,29,0,0,92,0
2021-11-02,Sweden,3,0,0,6,0
2021-11-03,Afghanistan,6,0,0,31,0
2021-11-03,Japan,29,0,0,92,0
2021-11-03,Sweden,3,0,0,6,0
2021-11-04,Afghanistan,6,0,0,31,0
2021-11-04,Japan,29,0,0,92,0
2021-11-04,Sweden,3,0,0,6,0
2021-11-05,Afghanistan,6,0,0,31,0
2021-11-05,Japan,29,0,0,92,0
2021-11-05,Sweden,3,0,0,6,0
2021-11-06,Afghanistan,6,0,0,31,0
2021-11-06,Japan,29,0,0,92,0
2021-11-06,Sweden,3,0,0,6,0
2021-11-07,Afghanistan,6,0,0,31,0
2021-11-07,Japan,29,0,0,92,0
2021-11-07,Sweden,3,0,0,6,0
2021-11-08,Afghanistan,6,0,0,31,0
2021-11-08,Japan,29,0,0,92,0
2021-11-08,Sweden,3,0,0,6,0
2021-11-09,Afghanistan,6,0,0,31,0
2021-11-09,Japan,29,0,0,92,0
2021-11-09,Sweden,3,0,0,6,0
2021-11-10,Afghanistan,6,0,0,31,0
2021-11-10,Japan,29,0,0,92,0
2021-11-10,Sweden,3,0,0,6,0
2021-11-11,Afghanistan,6,0,0,31,0
2021-11-11,Japan,29,0,0,92,0
2021-11-11,Sweden,3,0,0,6,0
2021-11-12,Afghanistan,6,0,0,31,0
2021-11-12,Japan,29,0,0,92,0
2021-11-12,Sweden,3,0,0,6,0
2021-11-13,Afghanistan,6,0,0,31,0
2021-11-13,Japan,29,0,0,92,0
2021-11-13,Sweden,3,0,0,6,0
2021-11-14,Afghanistan,6,0,0,31,0
2021-11-14,Japan,29,0,0,92,0
2021-11-14,Sweden,3,0,0,6,0
2021-11-15,Afghanistan,6,0,0,31,0
2021-11-15,Japan,29,0,0,92,0
2021-11-15,Sweden,3,0,0,6,0
2021-11-16,Afghanistan,6,0,0,31,0
2021-11-16,Japan,29,0,0,92,0
2021-11-16,Sweden,3,0,0,6,0
2021-11-17,Afghanistan,6,0,0,31,0
2021-11-17,Japan,29,0,0,92,0
2021-11-17,Sweden,3,0,0,6,0
2021-11-18,Afghanistan,6,0,0,31,0
2021-11-18,Japan,29,0,0,92,0
2021-11-18,Sweden,3,0,0,6,0
2021-11-19,Afghanistan,6,0,0,31,0
2021-11-19,Japan,29,0,0,92,0
2021-11-19,Sweden,3,0,0,6,0
2021-11-20,Afghanistan,6,0,0,31,0
2021-11-20,Japan,29,0,0,92,0
2021-11-20,Sweden,3,0,0,6,0
2021-11-21,Afghanistan,6,0,0,31,0
2021-11-21,Japan,29,0,0,92,0
2021-11-21,Sweden,3,0,0,6,0
2021-11-22,Afghanistan,6,0,0,31,0
2021-11-22,Japan,29,0,0,92,0
2021-11-22,Sweden,3,0,0,6,0
2021-11-23,Afghanistan,6,0,0,31,0
2021-11-23,Japan,29,0,0,92,0
2021-11-23,Sweden,3,0,0,6,0
2021-11-24,Afghanistan,6,0,0,31,0
2021-11-24,Japan,29,0,0,92,0
2021-11-24,Sweden,3,0,0,6,0
2021-11-25,Afghanistan,6,0,0,31,0
2021-11-25,Japan,29,0,0,92,0
2021-11-25,Sweden,3,0,0,6,0
2021-11-26,Afghanistan,6,0,0,31,0
2021-11-26,Japan,29,0,0,92,0
2021-11-26,Sweden,3,0,0,6,0
2021-11-27,Afghanistan,6,0,0,31,0
2021-11-27,Japan,29,0,0,92,0
2021-11-27,Sweden,3,0,0,6,0
2021-11-28,Afghanistan,6,0,0,31,0
2021-11-28,Japan,29,0,0,92,0
2021-11-28,Sweden,3,0,0,6,0
2021-11-29,Afghanistan,6,0,0,31,0
2021-11-29,Japan,29,0,0,92,0
2021-11-29,Sweden,3,0,0,6,0
2021-11-30,Afghanistan,6,0,0,31,0
2021-11-30,Japan,29,0,0,92,0
2021-11-30,Sweden,3,0,0,6,0
2021-12-01,Afghanistan,6,0,0,31,0
2021-12-01,Japan,29,0,0,92,0
2021-12-01,Sweden,3,0,0,6,0
2021-12-02,Afghanistan,6,0,0,31,0
2021-12-02,Japan,29,0,0,92,0
2021-12-02,Sweden,3,0,0,6,0
2021-12-03,Afghanistan,6,0,0,31,0
2021-12-03,Japan,29,0,0,92,0
2021-12-03,Sweden,3,0,0,6,0
2021-12-04,Afghanistan,6,0,0,31,0
2021-12-04,Japan,29,0,0,92,0
2021-12-04,Sweden,3,0,0,6,0
2021-12-05,Afghanistan,6,0,0,31,0
2021-12-05,Japan,29,0,0,92,0
2021-12-05,Sweden,3,0,0,6,0
2021-12-06,Afghanistan,6,0,0,31,0
2021-12-06,Japan,29,0,0,92,0
2021-12-06,Sweden,3,0,0,6,0
2021-12-07,Afghanistan,6,0,0,31,0
2021-12-07,Japan,29,3,0,89,0
2021-12-07,Sweden,3,0,0,6,0
2021-12-08,Afghanistan,6,0,0,31,0
2021-12-08,Japan,29,6,1,85,0
2021-12-08,Sweden,3,0,0,6,0
2021-12-09,Afghanistan,6,0,0,31,0
2021-12-09,Japan,29,7,3,82,0
2021-12-09,Sweden,3,0,0,6,0
2021-12-10,Afghanistan,6,1,0,30,0
2021-12-10,Japan,29,7,5,80,0
2021-12-10,Sweden,3,0,0,6,0
2021-12-11,Afghanistan,6,1,0,30,0
2021-12-11,Japan,29,6,8,78,0
2021-12-11,Sweden,3,0,0,6,0
2021-12-12,Afghanistan,6,1,0,30,0
2021-12-12,Japan,29,9,8,75,0
2021-12-12,Sweden,3,1,0,5,0
2021-12-13,Afghanistan,6,1,0,30,0
2021-12-13,Japan,29,10,7,74,1
2021-12-13,Sweden,3,0,1,5,0
2021-12-14,Afghanistan,6,1,0,30,0
2021-12-14,Japan,29,10,8,72,2
2021-12-14,Sweden,3,0,1,5,0
2021-12-15,Afghanistan,6,0,1,30,0
2021-12-15,Japan,29,9,6,74,3
2021-12-15,Sweden,3,0,1,5,0
2021-12-16,Afghanistan,6,1,1,29,0
2021-12-16,Japan,29,8,7,73,4
2021-12-16,Sweden,3,0,1,5,0
2021-12-17,Afghanistan,6,1,1,29,0
2021-12-17,Japan,29,7,7,73,5
2021-12-17,Sweden,3,0,0,5,1
2021-12-18,Afghanistan,6,1,1,29,0
2021-12-18,Japan,29,5,7,74,6
2021-12-18,Sweden,3,0,0,5,1
2021-12-19,Afghanistan,6,1,0,30,0
2021-12-19,Japan,29,5,6,75,6
2021-12-19,Sweden,3,0,0,5,1
2021-12-20,Afghanistan,6,1,0,30,0
2021-12-20,Japan,29,3,6,76,7
2021-12-20,Sweden,3,0,0,5,1
2021-12-21,Afghanistan,6,1,0,30,0
2021-12-21,Japan,29,6,5,74,7
2021-12-21,Sweden,3,0,0,5,1
2021-12-22,Afghanistan,6,1,1,29,0
2021-12-22,Japan,29,13,3,68,8
2021-12-22,Sweden,3,0,0,5,1
2021-12-23,Afghanistan,6,4,1,26,0
2021-12-23,Japan,29,19,6,59,8
2021-12-23,Sweden,3,0,0,5,1
2021-12-24,Afghanistan,6,4,2,25,0
2021-12-24,Japan,29,15,11,58,8
2021-12-24,Sweden,3,0,0,5,1
2021-12-25,Afghanistan,6,3,3,25,0
2021-12-25,Japan,29,14,16,54,8
2021-12-25,Sweden,3,1,0,4,1
2021-12-26,Afghanistan,6,2,3,25,1
2021-12-26,Japan,29,14,21,48,9
2021-12-26,Sweden,3,0,1,4,1
2021-12-27,Afghanistan,6,5,3,22,1
2021-12-27,Japan,29,16,19,48,9
2021-12-27,Sweden,3,0,1,4,1
2021-12-28,Afghanistan,6,6,2,21,2
2021-12-28,Japan,30,14,16,49,12
2021-12-28,Sweden,3,0,1,4,1
2021-12-29,Afghanistan,6,6,2,21,2
2021-12-29,Japan,30,10,16,53,12
2021-12-29,Sweden,3,0,1,4,1
2021-12-30,Afghanistan,6,7,1,21,2
2021-12-30,Japan,30,7,13,58,13
2021-12-30,Sweden,3,0,0,4,2
2021-12-31,Afghanistan,6,7,2,20,2
2021-12-31,Japan,30,4,15,59,13
2021-12-31,Sweden,3,0,0,5,1
2022-01-01,Afghanistan,6,6,3,20,2
2022-01-01,Japan,30,5,12,59,15
2022-01-01,Sweden,3,0,0,5,1
2022-01-02,Afghanistan,6,6,2,21,2
2022-01-02,Japan,30,5,8,61,17
2022-01-02,Sweden,3,0,0,5,1
2022-01-03,Afghanistan,6,4,4,21,2
2022-01-03,Japan,30,5,5,63,18
2022-01-03,Sweden,3,0,0,5,1
2022-01-04,Afghanistan,6,8,4,16,3
2022-01-04,Japan,30,4,4,63,20
2022-01-04,Sweden,3,0,0,5,1
2022-01-05,Afghanistan,6,6,5,16,4
2022-01-05,Japan,30,6,4,62,19
2022-01-05,Sweden,3,1,0,4,1
2022-01-06,Afghanistan,6,7,6,14,4
2022-01-06,Japan,30,8,4,59,20
2022-01-06,Sweden,3,2,0,3,1
2022-01-07,Afghanistan,6,6,5,14,6
2022-01-07,Japan,30,9,7,55,20
2022-01-07,Sweden,3,3,0,2,1
2022-01-08,Afghanistan,6,5,5,14,7
2022-01-08,Japan,30,9,6,55,21
2022-01-08,Sweden,3,2,1,2,1
2022-01-09,Afghanistan,6,6,3,16,6
2022-01-09,Japan,31,8,7,54,21
2022-01-09,Sweden,3,2,1,2,1
2022-01-10,Afghanistan,6,6,2,17,6
2022-01-10,Japan,31,7,7,55,21
2022-01-10,Sweden,3,3,1,1,1
2022-01-11,Afghanistan,6,7,2,16,6
2022-01-11,Japan,33,5,7,58,18
2022-01-11,Sweden,3,2,2,1,1
2022-01-12,Afghanistan,6,8,2,15,6
2022-01-12,Japan,33,5,6,60,17
2022-01-12,Sweden,3,1,2,2,1
2022-01-13,Afghanistan,6,8,2,15,6
2022-01-13,Japan,34,5,5,62,15
2022-01-13,Sweden,4,1,2,2,0
2022-01-14,Afghanistan,6,8,2,15,6
2022-01-14,Japan,35,4,6,61,15
2022-01-14,Sweden,4,1,2,2,0
2022-01-15,Afghanistan,6,7,2,15,7
2022-01-15,Japan,36,4,5,63,13
2022-01-15,Sweden,4,0,2,3,0
2022-01-16,Afghanistan,6,7,1,15,8
2022-01-16,Japan,36,5,6,63,11
2022-01-16,Sweden,4,0,1,3,1
2022-01-17,Afghanistan,6,6,2,15,8
2022-01-17,Japan,37,2,8,64,10
2022-01-17,Sweden,4,0,1,3,1
2022-01-18,Afghanistan,6,3,5,16,7
2022-01-18,Japan,39,1,7,66,8
2022-01-18,Sweden,4,0,1,3,1
2022-01-19,Afghanistan,6,2,5,17,7
2022-01-19,Japan,39,1,5,66,10
2022-01-19,Sweden,4,0,0,3,2
2022-01-20,Afghanistan,6,2,5,17,7
2022-01-20,Japan,39,1,4,67,10
2022-01-20,Sweden,4,0,0,3,2
2022-01-21,Afghanistan,6,2,5,18,6
2022-01-21,Japan,39,2,1,68,11
2022-01-21,Sweden,4,0,0,3,2
2022-01-22,Afghanistan,6,1,3,21,6
2022-01-22,Japan,39,2,0,69,11
2022-01-22,Sweden,4,0,0,3,2
2022-01-23,Afghanistan,6,1,2,21,7
2022-01-23,Japan,40,1,1,69,10
2022-01-23,Sweden,4,0,0,3,2
2022-01-24,Afghanistan,6,2,2,20,7
2022-01-24,Japan,40,1,1,70,9
2022-01-24,Sweden,4,0,0,3,2
2022-01-25,Afghanistan,6,3,1,21,6
2022-01-25,Japan,40,1,1,71,8
2022-01-25,Sweden,4,0,0,3,2
2022-01-26,Afghanistan,6,4,0,20,7
2022-01-26,Japan,40,1,1,71,8
2022-01-26,Sweden,4,0,0,3,2
2022-01-27,Afghanistan,6,3,2,19,7
2022-01-27,Japan,40,2,0,70,9
2022-01-27,Sweden,4,0,0,3,2
2022-01-28,Afghanistan,6,3,2,19,7
2022-01-28,Japan,40,2,0,71,8
2022-01-28,Sweden,4,0,0,3,2
2022-01-29,Afghanistan,6,1,4,20,6
2022-01-29,Japan,41,2,0,71,7
2022-01-29,Sweden,4,0,0,3,2
2022-01-30,Afghanistan,6,1,4,21,5
2022-01-30,Japan,41,2,0,71,7
2022-01-30,Sweden,4,0,0,4,1
2022-01-31,Afghanistan,6,1,2,21,7
2022-01-31,Japan,41,2,0,72,6
2022-01-31,Sweden,4,0,0,4,1
2022-02-01,Afghanistan,6,1,2,21,7
2022-02-01,Japan,41,2,0,72,6
2022-02-01,Sweden,4,0,0,4,1
2022-02-02,Afghanistan,6,1,0,23,7
2022-02-02,Japan,41,2,0,74,4
2022-02-02,Sweden,4,0,0,5,0
2022-02-03,Afghanistan,6,1,0,23,7
2022-02-03,Japan,41,2,1,74,3
2022-02-03,Sweden,4,0,0,5,0
2022-02-04,Afghanistan,6,1,0,24,6
2022-02-04,Japan,41,2,1,75,2
2022-02-04,Sweden,4,0,0,5,0
2022-02-05,Afghanistan,6,1,0,25,5
2022-02-05,Japan,41,2,1,76,1
2022-02-05,Sweden,4,0,0,5,0
2022-02-06,Afghanistan,6,1,0,26,4
2022-02-06,Japan,41,2,1,76,1
2022-02-06,Sweden,4,0,0,5,0
2022-02-07,Afghanistan,6,1,0,26,4
2022-02-07,Japan,41,1,1,76,2
2022-02-07,Sweden,4,0,0,5,0
2022-02-08,Afghanistan,6,1,0,26,4
2022-02-08,Japan,41,1,1,76,2
2022-02-08,Sweden,4,0,0,5,0
2022-02-09,Afghanistan,6,1,0,27,3
2022-02-09,Japan,41,0,2,76,2
2022-02-09,Sweden,4,0,0,5,0
2022-02-10,Afghanistan,6,1,0,27,3
2022-02-10,Japan,42,0,2,76,1
2022-02-10,Sweden,4,0,0,5,0
2022-02-11,Afghanistan,6,0,1,27,3
2022-02-11,Japan,42,1,1,75,2
2022-02-11,Sweden,4,0,0,5,0
2022-02-12,Afghanistan,6,0,1,27,3
2022-02-12,Japan,42,1,1,75,2
2022-02-12,Sweden,4,0,0,5,0
2022-02-13,Afghanistan,6,0,1,27,3
2022-02-13,Japan,42,1,0,75,3
2022-02-13,Sweden,4,0,0,5,0
2022-02-14,Afghanistan,6,0,1,29,1
2022-02-14,Japan,42,1,0,75,3
2022-02-14,Sweden,4,0,0,5,0
2022-02-15,Afghanistan,6,0,0,29,2
2022-02-15,Japan,42,0,1,75,3
2022-02-15,Sweden,4,0,0,5,0
2022-02-16,Afghanistan,6,0,0,30,1
2022-02-16,Japan,42,0,1,75,3
2022-02-16,Sweden,4,0,0,5,0
2022-02-17,Afghanistan,6,0,0,30,1
2022-02-17,Japan,42,0,1,75,3
2022-02-17,Sweden,4,0,0,5,0
2022-02-18,Afghanistan,6,0,0,30,1
2022-02-18,Japan,42,0,1,75,3
2022-02-18,Sweden,4,0,0,5,0
2022-02-19,Afghanistan,6,0,0,30,1
2022-02-19,Japan,42,0,0,76,3
2022-02-19,Sweden,4,0,0,5,0
2022-02-20,Afghanistan,6,0,0,30,1
2022-02-20,Japan,42,0,0,76,3
2022-02-20,Sweden,4,0,0,5,0
2022-02-21,Afghanistan,6,0,0,30,1
2022-02-21,Japan,42,0,0,77,2
2022-02-21,Sweden,4,0,0,5,0
2022-02-22,Afghanistan,6,0,0,30,1
2022-02-22,Japan,42,0,0,77,2
2022-02-22,Sweden,4,0,0,5,0
2022-02-23,Afghanistan,6,0,0,30,1
2022-02-23,Japan,42,0,0,77,2
2022-02-23,Sweden,4,0,0,5,0
2022-02-24,Afghanistan,6,0,0,30,1
2022-02-24,Japan,42,0,0,77,2
2022-02-24,Sweden,4,0,0,5,0
2022-02-25,Afghanistan,6,0,0,30,1
2022-02-25,Japan,42,0,0,78,1
2022-02-25,Sweden,4,0,0,5,0
2022-02-26,Afghanistan,6,0,0,30,1
2022-02-26,Japan,42,0,0,78,1
2022-02-26,Sweden,4,0,0,5,0
2022-02-27,Afghanistan,6,0,0,30,1
2022-02-27,Japan,42,0,0,79,0
2022-02-27,Sweden,4,0,0,5,0
2022-02-28,Afghanistan,6,0,0,30,1
2022-02-28,Japan,42,0,0,79,0
2022-02-28,Sweden,4,0,0,5,0
2022-03-01,Afghanistan,6,0,0,31,0
2022-03-01,Japan,42,0,0,79,0
2022-03-01,Sweden,4,0,0,5,0
2022-03-02,Afghanistan,6,0,0,31,0
2022-03-02,Japan,42,1,0,78,0
2022-03-02,Sweden,4,0,0,5,0
2022-03-03,Afghanistan,6,0,0,31,0
2022-03-03,Japan,42,1,0,78,0
2022-03-03,Sweden,4,0,0,5,0
2022-03-04,Afghanistan,6,0,0,31,0
2022-03-04,Japan,42,1,0,78,0
2022-03-04,Sweden,4,0,0,5,0
2022-03-05,Afghanistan,6,0,0,31,0
2022-03-05,Japan,42,1,0,78,0
2022-03-05,Sweden,4,0,0,5,0
2022-03-06,Afghanistan,6,0,0,31,0
2022-03-06,Japan,42,1,0,78,0
2022-03-06,Sweden,4,0,0,5,0
2022-03-07,Afghanistan,6,0,0,31,0
2022-03-07,Japan,42,1,0,78,0
2022-03-07,Sweden,4,0,0,5,0
2022-03-08,Afghanistan,6,0,0,31,0
2022-03-08,Japan,42,1,0,78,0
2022-03-08,Sweden,4,0,0,5,0
2022-03-09,Afghanistan,6,0,0,31,0
2022-03-09,Japan,42,1,0,78,0
2022-03-09,Sweden,4,0,0,5,0
2022-03-10,Afghanistan,6,0,0,31,0
2022-03-10,Japan,42,1,0,78,0
2022-03-10,Sweden,4,0,0,5,0
2022-03-11,Afghanistan,6,0,0,31,0
2022-03-11,Japan,42,1,0,78,0
2022-03-11,Sweden,4,0,0,5,0
2022-03-12,Afghanistan,6,0,0,31,0
2022-03-12,Japan,42,1,0,78,0
2022-03-12,Sweden,4,0,0,5,0
2022-03-13,Afghanistan,6,0,0,31,0
2022-03-13,Japan,42,1,0,78,0
2022-03-13,Sweden,4,0,0,5,0
2022-03-14,Afghanistan,6,0,0,31,0
2022-03-14,Japan,42,1,0,78,0
2022-03-14,Sweden,4,0,0,5,0
2022-03-15,Afghanistan,6,0,0,31,0
2022-03-15,Japan,42,1,0,78,0
2022-03-15,Sweden,4,0,0,5,0
2022-03-16,Afghanistan,6,0,0,31,0
2022-03-16,Japan,42,1,0,78,0
2022-03-16,Sweden,4,0,0,5,0
2022-03-17,Afghanistan,6,0,0,31,0
2022-03-17,Japan,42,1,0,78,0
2022-03-17,Sweden,4,0,0,5,0
2022-03-18,Afghanistan,6,0,0,31,0
2022-03-18,Japan,42,1,0,78,0
2022-03-18,Sweden,4,0,0,5,0
2022-03-19,Afghanistan,6,0,0,31,0
2022-03-19,Japan,42,1,0,78,0
2022-03-19,Sweden,4,0,0,5,0
2022-03-20,Afghanistan,6,0,0,31,0
2022-03-20,Japan,42,1,0,78,0
2022-03-20,Sweden,4,0,0,5,0
2022-03-21,Afghanistan,6,0,0,31,0
2022-03-21,Japan,42,1,0,78,0
2022-03-21,Sweden,4,0,0,5,0
2022-03-22,Afghanistan,6,0,0,31,0
2022-03-22,Japan,42,1,0,78,0
2022-03-22,Sweden,4,0,0,5,0
2022-03-23,Afghanistan,6,0,0,31,0
2022-03-23,Japan,42,1,0,78,0
2022-03-23,Sweden,4,0,0,5,0
2022-03-24,Afghanistan,6,0,0,31,0
2022-03-24,Japan,42,1,0,78,0
2022-03-24,Sweden,4,0,0,5,0
2022-03-25,Afghanistan,6,0,0,31,0
2022-03-25,Japan,42,1,0,78,0
2022-03-25,Sweden,4,0,0,5,0
2022-03-26,Afghanistan,6,0,0,31,0
2022-03-26,Japan,42,1,0,78,0
2022-03-26,Sweden,4,0,0,5,0
2022-03-27,Afghanistan,6,0,0,31,0
2022-03-27,Japan,42,1,0,78,0
2022-03-27,Sweden,4,0,0,5,0
2022-03-28,Afghanistan,6,0,0,31,0
2022-03-28,Japan,42,1,0,78,0
2022-03-28,Sweden,4,0,0,5,0
2022-03-29,Afghanistan,6,0,0,31,0
2022-03-29,Japan,42,1,0,78,0
2022-03-29,Sweden,4,0,0,5,0
2022-03-30,Afghanistan,6,0,0,31,0
2022-03-30,Japan,42,1,0,78,0
2022-03-30,Sweden,4,0,0,5,0
2022-03-31,Afghanistan,6,0,0,31,0
2022-03-31,Japan,42,1,0,78,0
2022-03-31,Sweden,4,0,0,5,0
2022-04-01,Afghanistan,6,0,0,31,0
2022-04-01,Japan,42,1,0,78,0
2022-04-01,Sweden,4,0,0,5,0
2022-04-02,Afghanistan,6,0,0,31,0
2022-04-02,Japan,42,1,0,78,0
2022-04-02,Sweden,4,0,0,5,0
2022-04-03,Afghanistan,6,0,0,31,0
2022-04-03,Japan,42,1,0,78,0
2022-04-03,Sweden,4,0,0,5,0
2022-04-04,Afghanistan,6,0,0,31,0
2022-04-04,Japan,42,1,0,78,0
2022-04-04,Sweden,4,0,0,5,0
2022-04-05,Afghanistan,6,0,0,31,0
2022-04-05,Japan,42,1,0,78,0
2022-04-05,Sweden,4,0,0,5,0
2022-04-06,Afghanistan,6,0,0,31,0
2022-04-06,Japan,42,1,0,78,0
2022-04-06,Sweden,4,0,0,5,0
2022-04-07,Afghanistan,6,0,0,31,0
2022-04-07,Japan,42,1,0,78,0
2022-04-07,Sweden,4,0,0,5,0
2022-04-08,Afghanistan,6,0,0,31,0
2022-04-08,Japan,42,1,0,78,0
2022-04-08,Sweden,4,0,0,5,0
2022-04-09,Afghanistan,6,0,0,31,0
2022-04-09,Japan,42,1,0,78,0
2022-04-09,Sweden,4,0,0,5,0
2022-04-10,Afghanistan,6,0,0,31,0
2022-04-10,Japan,42,1,0,78,0
2022-04-10,Sweden,4,0,0,5,0
2022-04-11,Afghanistan,6,0,0,31,0
2022-04-11,Japan,42,2,0,77,0
2022-04-11,Sweden,4,0,0,5,0
2022-04-12,Afghanistan,6,0,0,31,0
2022-04-12,Japan,42,3,0,76,0
2022-04-12,Sweden,4,0,0,5,0
2022-04-13,Afghanistan,6,0,0,31,0
2022-04-13,Japan,42,3,1,75,0
2022-04-13,Sweden,4,0,0,5,0
2022-04-14,Afghanistan,6,0,0,31,0
2022-04-14,Japan,42,4,2,73,0
2022-04-14,Sweden,4,0,0,5,0
2022-04-15,Afghanistan,6,0,0,31,0
2022-04-15,Japan,42,2,4,73,0
2022-04-15,Sweden,4,0,0,5,0
2022-04-16,Afghanistan,6,0,0,31,0
2022-04-16,Japan,42,0,6,73,0
2022-04-16,Sweden,4,0,0,5,0
2022-04-17,Afghanistan,6,0,0,31,0
2022-04-17,Japan,42,2,5,72,0
2022-04-17,Sweden,4,0,0,5,0
2022-04-18,Afghanistan,6,1,0,30,0
2022-04-18,Japan,42,3,4,72,0
2022-04-18,Sweden,4,0,0,5,0
2022-04-19,Afghanistan,6,1,0,30,0
2022-04-19,Japan,42,3,3,73,0
2022-04-19,Sweden,4,0,0,5,0
2022-04-20,Afghanistan,6,0,1,30,0
2022-04-20,Japan,42,4,1,72,2
2022-04-20,Sweden,4,0,0,5,0
2022-04-21,Afghanistan,6,0,1,30,0
2022-04-21,Japan,42,5,2,70,2
2022-04-21,Sweden,4,0,0,5,0
2022-04-22,Afghanistan,6,0,1,30,0
2022-04-22,Japan,42,2,5,70,2
2022-04-22,Sweden,4,0,0,5,0
2022-04-23,Afghanistan,6,0,1,30,0
2022-04-23,Japan,42,4,4,68,3
2022-04-23,Sweden,4,0,0,5,0
2022-04-24,Afghanistan,6,0,0,30,1
2022-04-24,Japan,42,3,5,68,3
2022-04-24,Sweden,4,0,0,5,0
2022-04-25,Afghanistan,6,0,0,30,1
2022-04-25,Japan,42,1,6,68,4
2022-04-25,Sweden,4,0,0,5,0
2022-04-26,Afghanistan,6,0,0,30,1
2022-04-26,Japan,42,4,3,66,6
2022-04-26,Sweden,4,0,0,5,0
2022-04-27,Afghanistan,6,0,0,30,1
2022-04-27,Japan,42,5,5,63,6
2022-04-27,Sweden,4,0,0,5,0
2022-04-28,Afghanistan,6,1,0,29,1
2022-04-28,Japan,42,7,7,58,7
2022-04-28,Sweden,4,0,0,5,0
2022-04-29,Afghanistan,6,2,0,28,1
2022-04-29,Japan,42,11,6,54,8
2022-04-29,Sweden,4,0,0,5,0
2022-04-30,Afghanistan,6,0,2,28,1
2022-04-30,Japan,42,9,9,53,8
2022-04-30,Sweden,4,1,0,4,0
